Year,Month,NH,HATS_NH_CCl4_sd,HATS_SH_CCl4,HATS_SH_CCl4_sd,Global,HATS_Global_CCl4_sd,HATS_alt_CCl4,HATS_alt_CCl4_sd,HATS_sum_CCl4,HATS_sum_CCl4_sd,HATS_brw_CCl4,HATS_brw_CCl4_sd,HATS_mhd_CCl4,HATS_mhd_CCl4_sd,HATS_thd_CCl4,HATS_thd_CCl4_sd,HATS_nwr_CCl4,HATS_nwr_CCl4_sd,HATS_kum_CCl4,HATS_kum_CCl4_sd,HATS_mlo_CCl4,HATS_mlo_CCl4_sd,HATS_smo_CCl4,HATS_smo_CCl4_sd,HATS_cgo_CCl4,HATS_cgo_CCl4_sd,HATS_ush_CCl4,HATS_ush_CCl4_sd,HATS_psa_CCl4,HATS_psa_CCl4_sd,HATS_spo_CCl4,HATS_spo_CCl4_sd,HATS_CCl4_Programs
1988,3,108.837,0.973,nan,nan,nan,nan,nan,nan,nan,nan,108.102,1.079,nan,nan,nan,nan,nan,nan,nan,nan,109.004,0.947,104.702,0.75,nan,nan,nan,nan,nan,nan,nan,nan,10000
1988,4,108.589,0.735,nan,nan,nan,nan,nan,nan,nan,nan,108.969,1.148,nan,nan,nan,nan,nan,nan,nan,nan,108.503,0.603,104.747,0.57,nan,nan,nan,nan,nan,nan,nan,nan,10000
1988,5,108.322,0.701,nan,nan,nan,nan,nan,nan,nan,nan,108.588,0.984,nan,nan,nan,nan,nan,nan,nan,nan,108.261,0.619,104.343,0.475,nan,nan,nan,nan,nan,nan,nan,nan,10000
1988,6,108.278,0.496,nan,nan,nan,nan,nan,nan,nan,nan,107.613,0.701,nan,nan,nan,nan,nan,nan,nan,nan,108.429,0.437,104.277,0.45,nan,nan,nan,nan,nan,nan,nan,nan,10000
1988,7,108.431,0.546,nan,nan,nan,nan,nan,nan,nan,nan,107.931,0.808,nan,nan,nan,nan,nan,nan,nan,nan,108.544,0.466,104.144,0.484,nan,nan,nan,nan,nan,nan,nan,nan,10000
1988,8,108.412,0.56,nan,nan,nan,nan,nan,nan,nan,nan,108.451,0.603,nan,nan,nan,nan,nan,nan,nan,nan,108.403,0.55,103.615,0.606,nan,nan,nan,nan,nan,nan,nan,nan,10000
1988,9,108.364,0.644,nan,nan,nan,nan,nan,nan,nan,nan,108.48,0.453,nan,nan,nan,nan,nan,nan,nan,nan,108.338,0.68,103.688,0.591,nan,nan,nan,nan,nan,nan,nan,nan,10000
1988,10,108.204,0.696,nan,nan,nan,nan,nan,nan,nan,nan,108.484,0.479,nan,nan,nan,nan,nan,nan,nan,nan,108.141,0.736,104.679,0.564,nan,nan,nan,nan,nan,nan,nan,nan,10000
1988,11,108.373,0.717,nan,nan,nan,nan,nan,nan,nan,nan,108.825,0.566,nan,nan,nan,nan,nan,nan,nan,nan,108.27,0.747,105.682,0.42,nan,nan,nan,nan,nan,nan,nan,nan,10000
1988,12,108.7,0.701,nan,nan,nan,nan,nan,nan,nan,nan,109.368,0.756,nan,nan,nan,nan,nan,nan,nan,nan,108.549,0.688,106.185,0.761,nan,nan,nan,nan,nan,nan,nan,nan,10000
1989,1,108.61,0.862,nan,nan,nan,nan,nan,nan,nan,nan,109.662,1.285,nan,nan,nan,nan,nan,nan,nan,nan,108.372,0.733,106.557,0.523,nan,nan,nan,nan,nan,nan,nan,nan,10000
1989,2,108.417,0.444,nan,nan,nan,nan,nan,nan,nan,nan,109.647,0.742,nan,nan,nan,nan,nan,nan,nan,nan,108.138,0.341,106.568,0.406,nan,nan,nan,nan,nan,nan,nan,nan,10000
1989,3,108.608,0.478,105.901,0.652,107.254,0.808,nan,nan,nan,nan,109.937,0.746,nan,nan,nan,nan,nan,nan,nan,nan,108.306,0.392,106.322,0.595,nan,nan,nan,nan,nan,nan,102.768,0.977,10000
1989,4,108.637,0.534,105.999,0.602,107.318,0.805,nan,nan,nan,nan,110.219,0.659,nan,nan,nan,nan,nan,nan,nan,nan,108.278,0.502,106.374,0.493,nan,nan,nan,nan,nan,nan,103.21,1.118,10000
1989,5,108.866,0.521,105.858,0.481,107.362,0.709,nan,nan,nan,nan,111.004,0.694,nan,nan,nan,nan,nan,nan,nan,nan,108.381,0.473,106.243,0.503,nan,nan,nan,nan,nan,nan,102.991,0.251,10000
1989,6,109.029,0.451,105.644,0.533,107.336,0.698,nan,nan,nan,nan,111.434,0.746,nan,nan,nan,nan,nan,nan,nan,nan,108.483,0.352,105.909,0.561,nan,nan,nan,nan,nan,nan,103.671,0.221,10000
1989,7,108.801,0.435,105.445,0.519,107.123,0.677,nan,nan,nan,nan,110.966,0.73,nan,nan,nan,nan,nan,nan,nan,nan,108.311,0.334,105.762,0.505,nan,nan,nan,nan,nan,nan,103.089,0.617,10000
1989,8,108.572,0.361,105.557,0.452,107.064,0.579,nan,nan,nan,nan,110.502,0.528,nan,nan,nan,nan,nan,nan,nan,nan,108.134,0.311,105.864,0.399,nan,nan,nan,nan,nan,nan,103.272,0.737,10000
1989,9,108.805,0.365,105.776,0.375,107.29,0.523,nan,nan,nan,nan,111.351,0.571,nan,nan,nan,nan,nan,nan,nan,nan,108.228,0.299,105.997,0.391,nan,nan,nan,nan,nan,nan,104.127,0.217,10000
1989,10,109.007,0.421,106.174,0.428,107.59,0.6,nan,nan,nan,nan,112.043,0.763,nan,nan,nan,nan,nan,nan,nan,nan,108.318,0.293,106.301,0.445,nan,nan,nan,nan,nan,nan,105.226,0.267,10000
1989,11,109.005,0.47,106.268,0.499,107.636,0.685,nan,nan,nan,nan,112.151,0.933,nan,nan,nan,nan,nan,nan,nan,nan,108.291,0.271,106.499,0.49,nan,nan,nan,nan,nan,nan,104.546,0.561,10000
1989,12,109.065,0.45,106.496,0.718,107.78,0.847,nan,nan,nan,nan,112.919,0.919,nan,nan,nan,nan,nan,nan,nan,nan,108.191,0.237,106.797,0.558,nan,nan,nan,nan,nan,nan,104.256,1.426,10000
1990,1,109.054,0.481,106.726,0.521,107.89,0.709,nan,nan,nan,nan,113.646,1.006,nan,nan,nan,nan,nan,nan,nan,nan,108.013,0.233,106.962,0.528,nan,nan,nan,nan,nan,nan,104.968,0.473,10000
1990,2,108.994,0.86,107.033,0.596,108.014,1.046,nan,nan,nan,nan,114.009,0.999,nan,nan,nan,nan,108.728,1.225,nan,nan,108.073,0.255,107.104,0.614,nan,nan,nan,nan,nan,nan,106.509,0.431,10000
1990,3,109.099,0.835,107.139,0.598,108.119,1.027,nan,nan,nan,nan,113.312,0.955,nan,nan,nan,nan,109.379,1.094,nan,nan,107.916,0.493,107.249,0.619,nan,nan,nan,nan,nan,nan,106.324,0.407,10000
1990,4,108.747,0.622,107.144,0.45,107.945,0.768,nan,nan,nan,nan,112.507,0.449,nan,nan,nan,nan,108.873,0.86,nan,nan,107.792,0.378,107.258,0.466,nan,nan,nan,nan,nan,nan,106.296,0.306,10000
1990,5,108.548,0.66,106.911,0.45,107.729,0.799,nan,nan,nan,nan,111.939,0.576,nan,nan,nan,nan,108.303,0.905,nan,nan,107.978,0.383,106.977,0.372,nan,nan,nan,nan,nan,nan,106.423,0.824,10000
1990,6,108.462,0.62,106.764,0.341,107.613,0.708,nan,nan,nan,nan,111.979,0.372,nan,nan,nan,nan,107.797,0.783,nan,nan,108.204,0.506,106.762,0.353,nan,nan,nan,nan,nan,nan,106.781,0.24,10000
1990,7,108.213,0.707,106.671,0.356,107.442,0.791,nan,nan,nan,nan,111.633,0.436,nan,nan,nan,nan,107.704,1.008,nan,nan,107.85,0.387,106.667,0.368,nan,nan,nan,nan,nan,nan,106.707,0.248,10000
1990,8,108.05,0.626,106.714,0.437,107.382,0.764,nan,nan,nan,nan,111.305,0.767,nan,nan,nan,nan,107.571,0.782,nan,nan,107.701,0.412,106.741,0.457,nan,nan,nan,nan,nan,nan,106.514,0.235,10000
1990,9,108.496,0.618,106.796,0.446,107.646,0.763,nan,nan,nan,nan,111.338,0.543,nan,nan,nan,nan,108.338,0.842,nan,nan,107.979,0.37,106.82,0.466,nan,nan,nan,nan,nan,nan,106.619,0.257,10000
1990,10,108.716,0.527,107.012,0.57,107.864,0.776,nan,nan,nan,nan,111.761,0.251,nan,nan,nan,nan,108.702,0.718,nan,nan,108.037,0.364,107.038,0.599,nan,nan,nan,nan,nan,nan,106.819,0.268,10000
1990,11,108.838,0.597,107.161,0.983,108,1.15,nan,nan,nan,nan,112.195,0.54,nan,nan,nan,nan,108.996,0.687,nan,nan,107.949,0.526,107.208,1.044,nan,nan,nan,nan,nan,nan,106.818,0.197,10000
1990,12,108.615,0.723,107.464,1.08,108.039,1.3,nan,nan,nan,nan,112.801,0.846,nan,nan,nan,nan,108.418,0.938,nan,nan,107.826,0.436,107.551,1.133,nan,nan,nan,nan,nan,nan,106.814,0.534,10000
1991,1,108.529,0.679,107.81,0.684,108.169,0.964,nan,nan,nan,nan,113.348,1.119,nan,nan,nan,nan,108.363,0.811,nan,nan,107.571,0.348,107.917,0.705,nan,nan,nan,nan,nan,nan,107.012,0.506,10000
1991,2,108.383,0.802,108.061,0.428,108.222,0.909,nan,nan,nan,nan,113.119,1.23,nan,nan,nan,nan,108.39,1.029,nan,nan,107.304,0.332,108.172,0.438,nan,nan,nan,nan,nan,nan,107.234,0.338,10000
1991,3,108.456,0.688,107.75,0.379,108.103,0.786,nan,nan,nan,nan,112.263,0.863,nan,nan,nan,nan,108.449,0.894,nan,nan,107.599,0.385,107.815,0.395,nan,nan,nan,nan,nan,nan,107.272,0.218,10000
1991,4,108.865,0.606,107.37,0.398,108.118,0.725,nan,nan,nan,nan,111.697,0.813,nan,nan,nan,nan,108.926,0.683,nan,nan,108.173,0.468,107.406,0.416,nan,nan,nan,nan,nan,nan,107.107,0.22,10000
1991,5,108.974,0.633,107.264,0.414,108.119,0.756,nan,nan,nan,nan,111.387,0.903,nan,nan,nan,nan,109.153,0.713,nan,nan,108.281,0.469,107.288,0.435,nan,nan,nan,nan,nan,nan,107.083,0.198,10000
1991,6,108.679,0.705,107.203,0.364,107.941,0.794,nan,nan,nan,nan,111.155,0.88,nan,nan,nan,nan,108.8,0.952,nan,nan,108.02,0.32,107.204,0.378,nan,nan,nan,nan,nan,nan,107.198,0.244,10000
1991,7,108.237,0.632,107.092,0.356,107.664,0.725,nan,nan,nan,nan,110.813,0.832,nan,nan,nan,nan,108.253,0.802,nan,nan,107.639,0.366,107.075,0.371,nan,nan,nan,nan,nan,nan,107.217,0.208,10000
1991,8,108.148,0.432,106.947,0.34,107.547,0.55,nan,nan,nan,nan,110.487,0.871,nan,nan,nan,nan,108.345,0.259,nan,nan,107.457,0.393,106.929,0.356,nan,nan,nan,nan,nan,nan,107.082,0.192,10000
1991,9,108.036,0.678,106.966,0.284,107.501,0.735,nan,nan,nan,nan,110.343,0.974,nan,nan,nan,nan,108.18,0.909,nan,nan,107.397,0.226,106.951,0.291,nan,nan,nan,nan,nan,nan,107.082,0.221,10000
1991,10,108.115,0.682,107.103,0.28,107.609,0.738,nan,nan,nan,nan,110.759,1.083,nan,nan,nan,nan,108.235,0.879,nan,nan,107.419,0.237,107.096,0.288,nan,nan,nan,nan,nan,nan,107.161,0.216,10000
1991,11,108.277,0.487,107.071,0.28,107.674,0.562,nan,nan,nan,nan,111.321,0.919,nan,nan,nan,nan,108.552,0.537,nan,nan,107.363,0.242,107.064,0.286,nan,nan,nan,nan,nan,nan,107.118,0.238,10000
1991,12,108.168,0.47,107.001,0.419,107.584,0.63,nan,nan,nan,nan,111.702,0.896,nan,nan,nan,nan,108.367,0.52,nan,nan,107.205,0.221,106.964,0.437,nan,nan,nan,nan,nan,nan,107.275,0.244,10000
1992,1,107.982,0.404,107.437,0.271,107.71,0.486,nan,nan,nan,nan,111.792,0.952,nan,nan,nan,nan,107.974,0.327,nan,nan,107.125,0.2,107.423,0.249,nan,nan,nan,nan,nan,nan,107.544,0.396,10000
1992,2,107.935,0.492,107.939,0.555,107.937,0.742,nan,nan,nan,nan,111.527,0.853,nan,nan,nan,nan,107.887,0.392,nan,nan,107.16,0.45,108,0.578,nan,nan,nan,nan,nan,nan,107.481,0.346,10000
1992,3,107.88,0.505,107.867,0.415,107.873,0.654,nan,nan,nan,nan,111.117,0.902,nan,nan,nan,nan,108.021,0.305,nan,nan,107.031,0.51,107.976,0.433,nan,nan,nan,nan,nan,nan,107.052,0.238,10000
1992,4,107.738,0.462,107.48,0.325,107.609,0.565,nan,nan,nan,nan,110.905,0.749,nan,nan,nan,nan,108.064,0.35,nan,nan,106.756,0.457,107.591,0.319,nan,nan,nan,nan,nan,nan,106.66,0.371,10000
1992,5,107.827,0.423,107.392,0.281,107.609,0.508,nan,nan,nan,nan,110.949,0.72,nan,nan,nan,nan,108.12,0.297,nan,nan,106.881,0.419,107.486,0.276,nan,nan,nan,nan,nan,nan,106.688,0.317,10000
1992,6,107.876,0.397,107.414,0.282,107.645,0.487,nan,nan,nan,nan,110.672,0.629,nan,nan,nan,nan,108.059,0.291,nan,nan,107.093,0.404,107.477,0.288,nan,nan,nan,nan,nan,nan,106.95,0.238,10000
1992,7,107.681,0.43,107.476,0.22,107.579,0.483,nan,nan,nan,nan,110.307,0.671,nan,nan,nan,nan,107.923,0.395,nan,nan,106.89,0.384,107.541,0.216,nan,nan,nan,nan,nan,nan,106.992,0.243,10000
1992,8,107.523,0.374,107.452,0.29,107.488,0.473,nan,nan,nan,nan,110.043,0.639,nan,nan,nan,nan,107.897,0.238,nan,nan,106.649,0.383,107.556,0.296,nan,nan,nan,nan,nan,nan,106.682,0.236,10000
1992,9,107.5,0.409,107.383,0.337,107.442,0.53,nan,nan,nan,nan,110.115,0.59,nan,nan,nan,nan,107.911,0.314,nan,nan,106.574,0.427,107.508,0.346,nan,nan,nan,nan,nan,nan,106.457,0.256,10000
1992,10,107.544,0.377,107.174,0.317,107.359,0.493,nan,nan,nan,nan,110.335,0.605,nan,nan,nan,nan,108.127,0.264,nan,nan,106.437,0.387,107.254,0.314,nan,nan,nan,nan,nan,nan,106.579,0.342,10000
1992,11,107.57,0.405,107.175,0.377,107.372,0.553,nan,nan,nan,nan,110.715,0.602,nan,nan,nan,nan,108.236,0.378,nan,nan,106.315,0.369,107.251,0.382,nan,nan,nan,nan,nan,nan,106.608,0.34,10000
1992,12,107.572,0.403,107.317,0.394,107.445,0.564,nan,nan,nan,nan,111.039,0.639,nan,nan,nan,nan,108.096,0.397,nan,nan,106.36,0.331,107.413,0.412,nan,nan,nan,nan,nan,nan,106.605,0.231,10000
1993,1,107.434,0.386,107.296,0.404,107.365,0.559,nan,nan,nan,nan,111.086,0.631,nan,nan,nan,nan,107.787,0.28,nan,nan,106.32,0.387,107.399,0.407,nan,nan,nan,nan,nan,nan,106.528,0.375,10000
1993,2,107.347,0.378,107.254,0.45,107.3,0.587,nan,nan,nan,nan,111.005,0.645,nan,nan,nan,nan,107.683,0.315,nan,nan,106.244,0.34,107.356,0.459,nan,nan,nan,nan,nan,nan,106.493,0.375,10000
1993,3,107.312,0.424,107.425,0.395,107.369,0.579,nan,nan,nan,nan,110.848,0.52,nan,nan,nan,nan,107.687,0.424,nan,nan,106.207,0.398,107.581,0.397,nan,nan,nan,nan,nan,nan,106.261,0.381,10000
1993,4,107.134,0.379,107.15,0.426,107.142,0.57,nan,nan,nan,nan,110.75,0.484,nan,nan,nan,nan,107.435,0.355,nan,nan,106.069,0.371,107.292,0.429,nan,nan,nan,nan,nan,nan,106.094,0.4,10000
1993,5,107.036,0.46,106.651,0.458,106.844,0.649,nan,nan,nan,nan,110.397,0.563,nan,nan,nan,nan,107.124,0.522,nan,nan,106.203,0.372,106.744,0.452,nan,nan,nan,nan,nan,nan,105.959,0.498,10000
1993,6,107.001,0.527,106.357,0.425,106.679,0.677,nan,nan,nan,nan,110.041,0.574,nan,nan,nan,nan,106.86,0.431,nan,nan,106.426,0.584,106.416,0.407,nan,nan,nan,nan,nan,nan,105.915,0.536,10000
1993,7,106.788,0.398,106.494,0.32,106.641,0.511,nan,nan,nan,nan,109.286,0.483,nan,nan,nan,nan,106.721,0.435,nan,nan,106.275,0.342,106.579,0.303,nan,nan,nan,nan,nan,nan,105.864,0.424,10000
1993,8,106.503,0.332,106.672,0.374,106.588,0.5,nan,nan,nan,nan,108.549,0.231,nan,nan,nan,nan,106.527,0.356,nan,nan,106.02,0.332,106.766,0.381,nan,nan,nan,nan,nan,nan,105.969,0.313,10000
1993,9,106.551,0.716,106.823,0.431,106.687,0.836,nan,nan,nan,nan,108.515,0.288,nan,nan,nan,nan,106.461,0.977,nan,nan,106.178,0.501,106.927,0.443,nan,nan,nan,nan,nan,nan,106.049,0.33,10000
1993,10,106.676,0.939,106.21,0.297,106.443,0.985,nan,nan,nan,nan,108.881,0.303,nan,nan,nan,nan,106.39,1.421,nan,nan,106.409,0.373,106.24,0.287,nan,nan,nan,nan,nan,nan,105.987,0.361,10000
1993,11,106.664,0.848,105.779,0.755,106.221,1.135,nan,nan,nan,nan,108.455,0.382,nan,nan,nan,nan,106.438,1.27,nan,nan,106.441,0.349,105.762,0.795,nan,nan,nan,nan,nan,nan,105.905,0.313,10000
1993,12,106.549,0.56,105.762,0.709,106.155,0.903,nan,nan,nan,nan,107.66,1.111,nan,nan,nan,nan,106.44,0.501,nan,nan,106.386,0.394,105.773,0.744,nan,nan,nan,nan,nan,nan,105.676,0.353,10000
1994,1,106.304,0.472,106.052,0.675,106.178,0.824,nan,nan,nan,nan,107.535,0.812,nan,nan,nan,nan,106.19,0.437,nan,nan,106.116,0.385,106.16,0.716,nan,nan,nan,nan,nan,nan,105.249,0.18,10000
1994,2,106.098,0.395,106.047,0.612,106.072,0.729,nan,nan,nan,nan,107.693,0.544,nan,nan,nan,nan,105.932,0.386,nan,nan,105.87,0.36,106.167,0.648,nan,nan,nan,nan,nan,nan,105.149,0.191,10000
1994,3,106.06,0.401,106.133,0.548,106.097,0.679,nan,nan,nan,nan,108.078,0.616,nan,nan,nan,nan,105.826,0.357,nan,nan,105.793,0.372,106.225,0.577,nan,nan,nan,nan,nan,nan,105.448,0.24,10000
1994,4,106.074,0.404,106.036,0.479,106.055,0.627,nan,nan,nan,nan,107.832,0.687,nan,nan,nan,nan,105.836,0.366,nan,nan,105.869,0.342,106.128,0.507,nan,nan,nan,nan,nan,nan,105.35,0.156,10000
1994,5,105.989,0.387,105.781,0.431,105.885,0.579,nan,nan,nan,nan,107.391,0.633,nan,nan,nan,nan,105.654,0.331,nan,nan,105.942,0.354,105.893,0.454,nan,nan,nan,nan,nan,nan,104.947,0.183,10000
1994,6,105.908,0.387,105.498,0.456,105.703,0.598,nan,nan,nan,nan,106.96,0.503,nan,nan,nan,nan,105.727,0.344,nan,nan,105.816,0.389,105.607,0.479,nan,nan,nan,nan,nan,nan,104.687,0.226,10000
1994,7,105.885,0.465,105.444,0.443,105.664,0.642,nan,nan,nan,nan,106.972,0.609,nan,nan,nan,nan,105.942,0.527,nan,nan,105.592,0.361,105.527,0.462,nan,nan,nan,nan,nan,nan,104.82,0.269,10000
1994,8,105.748,0.435,105.665,0.642,105.707,0.776,nan,nan,nan,nan,106.614,0.461,nan,nan,nan,nan,105.912,0.477,nan,nan,105.419,0.392,105.779,0.677,nan,nan,nan,nan,nan,nan,104.822,0.252,10000
1994,9,105.639,0.4,105.865,0.893,105.752,0.978,nan,nan,nan,nan,106.562,0.45,nan,nan,nan,nan,105.626,0.376,nan,nan,105.44,0.407,106.034,0.947,nan,nan,nan,nan,nan,nan,104.606,0.24,10000
1994,10,105.618,0.418,105.75,0.87,105.684,0.965,nan,nan,nan,nan,106.561,0.496,nan,nan,nan,nan,105.537,0.352,nan,nan,105.47,0.446,105.925,0.923,nan,nan,nan,nan,nan,nan,104.446,0.202,10000
1994,11,105.691,0.52,105.789,0.904,105.74,1.043,nan,nan,nan,nan,106.663,0.614,nan,nan,nan,nan,105.711,0.639,nan,nan,105.454,0.368,105.957,0.959,nan,nan,nan,nan,nan,nan,104.54,0.232,10000
1994,12,105.575,0.487,105.622,0.731,105.598,0.878,nan,nan,nan,nan,106.64,0.538,nan,nan,nan,nan,105.675,0.57,nan,nan,105.251,0.393,105.754,0.771,nan,nan,nan,nan,nan,nan,104.637,0.276,10000
1995,1,105.404,0.437,105.582,0.86,105.493,0.965,nan,nan,nan,nan,106.541,0.516,nan,nan,nan,nan,105.515,0.42,nan,nan,105.057,0.431,105.732,0.909,nan,nan,nan,nan,nan,nan,104.465,0.305,10000
1995,2,105.232,0.444,105.56,0.599,105.396,0.745,nan,nan,nan,nan,106.614,0.521,nan,nan,nan,nan,105.193,0.483,nan,nan,104.95,0.388,105.731,0.63,nan,nan,nan,nan,nan,nan,104.288,0.271,10000
1995,3,105.158,0.609,105.744,0.49,105.451,0.781,nan,nan,nan,nan,106.393,0.598,nan,nan,nan,nan,105.066,0.593,nan,nan,104.953,0.624,105.948,0.508,nan,nan,nan,nan,nan,nan,104.225,0.32,10000
1995,4,105.037,0.362,105.696,0.732,105.367,0.817,nan,nan,nan,nan,105.798,0.486,nan,nan,nan,nan,104.953,0.217,nan,nan,104.933,0.418,105.904,0.777,nan,nan,nan,nan,nan,nan,104.151,0.185,10000
1995,5,105.016,0.362,105.7,1.006,105.358,1.069,nan,nan,nan,nan,105.486,0.416,nan,nan,nan,nan,104.889,0.22,nan,nan,105.012,0.435,105.946,1.069,nan,nan,nan,nan,nan,nan,103.868,0.183,10000
1995,6,105.056,0.297,105.539,0.776,105.298,0.831,nan,nan,nan,nan,105.806,0.522,nan,nan,nan,nan,104.857,0.305,nan,nan,105.048,0.206,105.787,0.814,nan,nan,nan,nan,nan,nan,103.695,0.4,10000
1995,7,104.966,0.31,105.32,0.815,105.143,0.872,nan,nan,nan,nan,105.943,0.448,nan,nan,nan,nan,104.759,0.372,nan,nan,104.913,0.196,105.543,0.866,nan,nan,nan,nan,nan,nan,103.655,0.171,10000
1995,8,104.801,0.267,104.953,0.674,104.877,0.725,nan,nan,nan,nan,105.703,0.31,nan,nan,nan,nan,104.635,0.324,nan,nan,104.732,0.197,105.127,0.715,nan,nan,nan,nan,nan,nan,103.663,0.163,10000
1995,9,104.802,0.257,104.328,0.684,104.565,0.731,nan,nan,nan,nan,105.446,0.407,nan,nan,nan,nan,104.654,0.268,nan,nan,104.775,0.197,104.415,0.725,nan,nan,nan,nan,nan,nan,103.676,0.195,11000
1995,10,104.946,0.291,103.752,0.414,104.349,0.507,nan,nan,nan,nan,105.408,0.35,nan,nan,nan,nan,104.844,0.279,nan,nan,104.924,0.286,104.163,0.425,103.248,0.428,nan,nan,nan,nan,103.622,0.204,11000
1995,11,105.393,0.38,103.971,0.496,104.682,0.624,nan,nan,nan,nan,105.651,0.392,nan,nan,nan,nan,104.871,0.416,106.31,0.417,104.843,0.3,104.536,0.578,103.326,0.41,nan,nan,nan,nan,103.533,0.186,11000
1995,12,105.031,0.372,104.048,0.371,104.539,0.525,nan,nan,nan,nan,105.829,0.435,nan,nan,nan,nan,104.781,0.298,105.52,0.468,104.565,0.294,104.805,0.481,103.156,0.141,nan,nan,nan,nan,103.606,0.362,11000
1996,1,104.807,0.434,103.745,0.45,104.276,0.625,nan,nan,nan,nan,105.999,0.614,nan,nan,nan,nan,104.592,0.423,105.03,0.499,104.487,0.305,104.497,0.468,102.794,0.414,nan,nan,nan,nan,103.693,0.508,11000
