Year,Month,NH,HATS_NH_CCl4_sd,HATS_SH_CCl4,HATS_SH_CCl4_sd,Global,HATS_Global_CCl4_sd,HATS_alt_CCl4,HATS_alt_CCl4_sd,HATS_sum_CCl4,HATS_sum_CCl4_sd,HATS_brw_CCl4,HATS_brw_CCl4_sd,HATS_mhd_CCl4,HATS_mhd_CCl4_sd,HATS_thd_CCl4,HATS_thd_CCl4_sd,HATS_nwr_CCl4,HATS_nwr_CCl4_sd,HATS_kum_CCl4,HATS_kum_CCl4_sd,HATS_mlo_CCl4,HATS_mlo_CCl4_sd,HATS_smo_CCl4,HATS_smo_CCl4_sd,HATS_cgo_CCl4,HATS_cgo_CCl4_sd,HATS_ush_CCl4,HATS_ush_CCl4_sd,HATS_psa_CCl4,HATS_psa_CCl4_sd,HATS_spo_CCl4,HATS_spo_CCl4_sd,HATS_CCl4_Programs
2010,7,88.701,0.214,87.534,0.188,88.118,0.285,88.832,0.258,88.666,0.292,88.394,0.092,88.479,0.165,88.697,0.211,88.518,0.098,88.835,0.15,89.066,0.348,88.029,0.197,87.242,0.187,nan,nan,86.532,0.189,86.64,0.114,1100
2010,8,88.683,0.214,87.424,0.187,88.053,0.284,88.661,0.269,88.178,0.427,88.277,0.158,88.591,0.171,88.652,0.186,88.473,0.096,88.858,0.284,89.021,0.209,87.892,0.14,87.173,0.241,nan,nan,86.399,0.192,86.518,0.106,1100
2010,9,88.689,0.191,87.275,0.19,87.982,0.27,88.27,0.243,87.874,0.108,88.094,0.129,88.467,0.112,88.774,0.172,88.524,0.108,88.939,0.197,89.134,0.313,87.723,0.206,87.014,0.182,nan,nan,86.36,0.188,86.458,0.097,1100
2010,10,88.582,0.263,87.246,0.283,87.914,0.386,88.049,0.311,87.879,0.152,87.972,0.089,88.367,0.296,88.499,0.362,88.479,0.109,88.786,0.276,89.139,0.236,87.798,0.332,86.836,0.24,nan,nan,86.396,0.234,86.443,0.101,1100
2010,11,88.374,0.263,87.192,0.254,87.783,0.366,88.288,0.15,87.89,0.243,88.059,0.108,88.266,0.269,88.311,0.195,88.353,0.134,88.461,0.329,88.674,0.335,87.757,0.278,86.776,0.24,nan,nan,86.291,0.252,86.389,0.106,1100
2010,12,88.305,0.223,87.125,0.243,87.715,0.329,88.44,0.304,87.897,0.107,88.11,0.129,88.289,0.262,88.323,0.173,88.152,0.119,88.488,0.266,88.373,0.246,87.62,0.195,86.766,0.315,nan,nan,86.312,0.174,86.413,0.099,1100
2011,1,88.225,0.26,86.984,0.166,87.604,0.309,88.207,0.254,87.768,0.221,88.035,0.151,88.112,0.29,88.333,0.198,88.027,0.147,88.546,0.233,88.26,0.369,87.371,0.174,86.707,0.167,nan,nan,86.349,0.167,86.405,0.085,1100
2011,2,88.063,0.213,86.906,0.301,87.484,0.368,88.23,0.296,87.638,0.266,87.946,0.128,87.931,0.253,88.145,0.222,87.958,0.166,88.285,0.173,88.127,0.211,87.251,0.195,86.75,0.424,nan,nan,86.044,0.202,86.182,0.117,1100
2011,3,87.917,0.261,86.675,0.266,87.296,0.373,87.83,0.594,87.555,0.108,87.7,0.145,87.786,0.382,88.124,0.188,87.88,0.135,88.091,0.187,87.908,0.256,87.035,0.182,86.552,0.362,nan,nan,85.564,0.188,85.92,0.203,1100
2011,4,87.802,0.279,86.437,0.26,87.12,0.381,87.437,0.183,87.508,0.199,87.545,0.3,87.678,0.139,87.991,0.402,87.719,0.183,88.049,0.245,87.786,0.384,86.948,0.309,86.085,0.212,nan,nan,85.39,0.213,85.817,0.108,1100
2011,5,87.613,0.195,86.212,0.188,86.912,0.271,87.409,0.365,87.445,0.097,87.527,0.129,87.494,0.134,87.78,0.256,87.563,0.099,87.817,0.205,87.541,0.251,86.757,0.167,85.761,0.228,nan,nan,85.263,0.139,85.807,0.092,1100
2011,6,87.487,0.19,86.211,0.316,86.849,0.369,87.664,0.204,87.38,0.121,87.537,0.105,87.343,0.163,87.666,0.193,87.361,0.104,87.611,0.191,87.502,0.279,86.809,0.419,85.701,0.162,nan,nan,85.286,0.234,85.739,0.09,1100
2011,7,87.353,0.198,86.081,0.394,86.717,0.441,87.496,0.153,87.199,0.142,87.278,0.11,87.193,0.156,87.44,0.299,87.141,0.09,87.525,0.188,87.52,0.241,86.692,0.44,85.556,0.39,nan,nan,85.152,0.198,85.598,0.091,1100
2011,8,87.2,0.2,85.941,0.243,86.57,0.315,87.245,0.189,87.031,0.217,87.099,0.108,87.051,0.203,87.059,0.197,87.184,0.101,87.398,0.212,87.369,0.255,86.587,0.324,85.391,0.114,nan,nan,84.939,0.16,85.43,0.141,1100
2011,9,87.117,0.216,85.857,0.383,86.487,0.44,86.967,0.211,86.995,0.492,86.912,0.102,87.015,0.22,86.908,0.124,87.331,0.11,87.187,0.183,87.256,0.279,86.447,0.505,85.413,0.223,nan,nan,84.751,0.233,85.253,0.102,1100
2011,10,87.144,0.208,85.895,0.349,86.519,0.406,86.867,0.266,87.095,0.43,86.904,0.124,87.054,0.223,86.944,0.211,87.303,0.144,87.251,0.167,87.272,0.204,86.391,0.425,85.552,0.255,nan,nan,84.909,0.224,85.268,0.301,1100
2011,11,87.191,0.231,85.777,0.204,86.484,0.308,87.062,0.372,87.224,0.422,87.04,0.14,87.218,0.148,86.973,0.146,87.26,0.194,87.357,0.255,87.15,0.306,86.315,0.166,85.34,0.249,nan,nan,84.907,0.22,85.267,0.127,1100
2011,12,87.122,0.241,85.76,0.431,86.441,0.494,86.963,0.24,87.038,0.115,87.124,0.145,86.951,0.323,87.041,0.201,87.337,0.219,87.357,0.246,87.024,0.19,86.312,0.24,85.341,0.629,nan,nan,84.705,0.171,85.244,0.303,1100
2012,1,86.83,0.267,85.668,0.247,86.249,0.363,86.942,0.139,86.86,0.549,86.93,0.142,86.507,0.151,86.858,0.312,87.092,0.194,86.932,0.184,86.862,0.38,86.295,0.294,85.19,0.2,nan,nan,84.41,0.211,85.155,0.093,1100
2012,2,86.64,0.24,85.602,0.252,86.121,0.348,86.799,0.163,86.71,0.277,86.729,0.187,86.362,0.226,86.581,0.176,86.725,0.263,86.856,0.228,86.703,0.297,86.286,0.246,85.045,0.272,nan,nan,84.35,0.282,85.116,0.095,1100
2012,3,86.534,0.234,85.43,0.299,85.982,0.38,86.544,0.481,86.626,0.599,86.658,0.127,86.318,0.135,86.412,0.185,86.61,0.11,86.619,0.315,86.708,0.186,86.155,0.384,84.745,0.193,nan,nan,84.55,0.214,84.978,0.111,1100
2012,4,86.496,0.314,85.35,0.299,85.923,0.434,86.419,0.133,86.529,0.428,86.593,0.132,86.257,0.291,86.384,0.175,86.695,0.565,86.502,0.208,86.697,0.235,85.93,0.404,84.858,0.126,nan,nan,84.437,0.149,84.888,0.207,1100
2012,5,86.499,0.227,85.336,0.316,85.917,0.389,86.788,0.287,86.513,0.114,86.637,0.112,86.217,0.204,86.473,0.277,86.593,0.086,86.618,0.268,86.62,0.271,85.901,0.338,84.94,0.298,nan,nan,84.191,0.371,84.675,0.127,1100
2012,6,86.467,0.184,85.28,0.351,85.873,0.397,86.599,0.163,86.33,0.369,86.625,0.12,86.175,0.134,86.503,0.204,86.367,0.176,86.719,0.148,86.618,0.214,85.868,0.183,84.877,0.518,nan,nan,84.156,0.242,84.472,0.141,1100
2012,7,86.277,0.315,85.081,0.507,85.679,0.597,86.059,0.264,86.034,0.128,86.435,0.122,85.955,0.286,86.423,0.311,86.154,0.102,86.561,0.505,86.422,0.279,85.694,0.594,84.578,0.461,nan,nan,84.296,0.264,84.298,0.116,1100
2012,8,86.121,0.221,84.879,0.265,85.5,0.345,85.865,0.365,85.944,0.457,86.207,0.195,85.904,0.149,86.034,0.353,86.115,0.086,86.305,0.14,86.328,0.212,85.543,0.275,84.298,0.262,nan,nan,84.141,0.264,84.122,0.198,1100
2012,9,86.122,0.273,84.748,0.283,85.435,0.394,85.853,0.189,85.954,0.743,86.177,0.159,85.944,0.135,85.996,0.135,86.189,0.089,86.207,0.284,86.355,0.391,85.316,0.271,84.298,0.282,nan,nan,84.022,0.4,83.94,0.216,1100
2012,10,86.124,0.319,84.647,0.282,85.385,0.426,85.616,0.385,86.053,0.821,86.173,0.162,85.75,0.29,86.085,0.359,86.265,0.124,86.289,0.235,86.401,0.333,85.197,0.325,84.205,0.178,nan,nan,83.907,0.453,83.927,0.168,1100
2012,11,86.071,0.306,84.689,0.303,85.38,0.431,85.328,0.506,85.975,0.614,86.265,0.176,85.608,0.376,86.262,0.162,86.272,0.125,86.303,0.197,86.153,0.381,85.223,0.251,84.265,0.382,nan,nan,83.955,0.264,83.975,0.121,1100
2012,12,85.926,0.299,84.634,0.484,85.28,0.569,85.186,0.322,85.671,0.256,86.286,0.277,85.627,0.239,85.998,0.548,86.118,0.141,86.102,0.261,85.957,0.215,85.388,0.639,83.921,0.182,nan,nan,83.916,0.55,83.95,0.162,1100
2013,1,85.814,0.231,84.655,0.341,85.234,0.412,85.205,0.222,85.438,0.371,86.27,0.3,85.605,0.203,85.773,0.322,85.911,0.145,86.079,0.233,85.8,0.165,85.356,0.24,84.06,0.474,nan,nan,83.811,0.17,83.816,0.125,1100
2013,2,85.719,0.282,84.695,0.389,85.207,0.481,85.469,0.173,85.321,0.137,86.276,0.377,85.387,0.258,85.698,0.325,85.626,0.191,86.195,0.351,85.738,0.265,85.343,0.524,84.219,0.196,nan,nan,83.741,0.175,83.674,0.18,1100
2013,3,85.578,0.241,84.558,0.479,85.068,0.536,85.537,0.499,85.178,0.374,86.238,0.226,85.261,0.131,85.709,0.248,85.375,0.194,85.975,0.211,85.581,0.321,85.198,0.621,84.095,0.301,nan,nan,83.651,0.311,83.484,0.151,1100
2013,4,85.419,0.282,84.339,0.214,84.879,0.353,85.445,0.686,84.935,0.114,86.108,0.209,85.285,0.361,85.401,0.284,85.196,0.164,85.638,0.252,85.51,0.24,85.057,0.192,83.731,0.205,nan,nan,83.554,0.383,83.391,0.147,1100
2013,5,85.415,0.328,84.216,0.22,84.816,0.395,85.363,0.26,84.827,0.174,86,0.188,85.302,0.537,85.446,0.299,85.13,0.073,85.64,0.269,85.537,0.218,84.793,0.238,83.802,0.213,nan,nan,83.351,0.185,83.278,0.136,1100
2013,6,85.242,0.199,84.006,0.189,84.624,0.274,85.464,0.366,84.82,0.108,85.901,0.26,84.979,0.135,85.392,0.207,84.955,0.06,85.658,0.205,85.192,0.285,84.508,0.218,83.636,0.139,nan,nan,83.296,0.219,83.191,0.182,1100
2013,7,84.999,0.458,83.91,0.242,84.454,0.518,85.19,0.433,84.671,0.232,85.696,0.274,84.682,0.819,85.173,0.297,84.777,0.105,85.317,0.311,85.015,0.251,84.508,0.307,83.378,0.143,nan,nan,83.415,0.206,83.097,0.175,1100
2013,8,84.887,0.35,83.883,0.172,84.385,0.39,84.469,0.202,84.394,0.129,85.395,0.159,84.767,0.312,84.796,0.361,84.608,0.069,85.177,0.566,85.075,0.315,84.664,0.189,83.143,0.156,nan,nan,83.214,0.163,83.111,0.146,1100
2013,9,84.96,1.882,83.772,1.192,84.366,2.227,84.3,1.873,84.257,0.126,85.155,0.099,85,0.151,84.874,0.142,84.602,0.119,85.368,4.298,85.028,0.55,84.457,0.229,83.167,1.915,nan,nan,83.006,0.182,83.028,0.132,1100
2013,10,84.86,0.9,83.591,0.312,84.225,0.953,84.685,0.226,84.434,0.112,85.141,0.144,84.72,0.161,84.786,0.169,84.535,0.185,85.408,2.023,84.854,0.442,84.052,0.379,83.275,0.226,nan,nan,82.769,0.324,82.885,0.12,1100
2013,11,84.745,0.894,83.549,0.204,84.147,0.916,84.654,0.216,84.545,0.117,85.252,0.212,84.624,1.814,84.543,0.182,84.444,0.107,85.143,0.231,84.845,0.211,84.027,0.192,83.252,0.216,nan,nan,82.557,0.249,82.803,0.151,1100
2013,12,84.634,0.218,83.489,0.231,84.062,0.318,84.417,0.348,84.52,0.118,85.278,0.258,84.613,0.217,84.324,0.281,84.347,0.142,84.98,0.236,84.692,0.179,84.099,0.18,83.058,0.299,nan,nan,82.326,0.202,82.727,0.127,1100
2014,1,84.607,0.203,83.544,0.176,84.075,0.269,84.166,0.172,84.341,0.11,85.217,0.24,84.602,0.167,84.539,0.317,84.268,0.112,85.006,0.169,84.502,0.223,84.127,0.161,83.109,0.169,nan,nan,82.656,0.306,82.697,0.129,1100
2014,2,84.542,0.206,83.518,0.17,84.03,0.267,83.742,0.399,84.175,0.103,85.1,0.247,84.425,0.19,84.667,0.217,84.158,0.117,85.019,0.205,84.452,0.248,84.18,0.15,83.037,0.183,nan,nan,82.36,0.229,82.655,0.16,1100
2014,3,84.413,0.328,83.264,0.284,83.838,0.434,83.618,0.335,84.093,0.112,85.011,0.111,84.386,0.6,84.49,0.14,84.089,0.113,84.687,0.189,84.38,0.224,83.983,0.351,82.766,0.178,nan,nan,81.672,0.314,82.544,0.166,1100
2014,4,84.28,0.169,82.962,0.199,83.621,0.262,84.026,0.171,84.155,0.116,84.985,0.129,84.277,0.172,84.257,0.144,84.014,0.096,84.392,0.208,84.294,0.204,83.59,0.208,82.579,0.16,nan,nan,81.283,0.223,82.336,0.287,1100
2014,5,84.231,0.186,82.819,0.248,83.525,0.309,84.24,0.179,84.118,0.079,85.031,0.36,84.077,0.168,84.22,0.174,83.918,0.08,84.47,0.205,84.292,0.214,83.371,0.298,82.484,0.164,nan,nan,81.401,0.314,82.205,0.133,1100
2014,6,84.138,0.328,82.713,0.36,83.426,0.487,84.193,0.266,83.964,0.425,84.958,0.169,84.119,0.155,84.185,0.151,83.779,0.288,84.397,0.181,84.004,0.619,83.218,0.266,82.427,0.456,nan,nan,81.33,0.41,82.118,0.264,1100
2014,7,84.123,0.273,82.543,0.286,83.333,0.395,84.091,0.162,83.708,0.287,84.784,0.511,84.285,0.272,84.189,0.324,83.645,0.061,84.361,0.268,83.956,0.265,83.023,0.201,82.285,0.245,nan,nan,81.104,0.192,82.037,0.754,1100
2014,8,84.042,0.251,82.414,0.228,83.228,0.339,84.083,0.407,83.65,0.291,84.556,0.138,84.249,0.153,83.925,0.275,83.46,0.053,84.297,0.332,84.056,0.316,82.882,0.268,82.187,0.168,nan,nan,80.864,0.276,81.943,0.121,1100
2014,9,83.931,0.374,82.338,0.24,83.135,0.445,84.002,0.293,83.835,0.655,84.366,0.464,83.984,0.156,83.785,0.401,83.356,0.274,84.265,0.476,84.032,0.402,82.776,0.24,82.128,0.256,nan,nan,80.893,0.212,81.876,0.172,1100
2014,10,83.885,0.309,82.349,0.196,83.117,0.366,83.91,0.422,84.017,0.418,84.343,0.221,83.962,0.375,83.977,0.177,83.24,0.079,84.146,0.174,83.843,0.462,82.753,0.165,82.172,0.206,nan,nan,81.077,0.326,81.752,0.161,1100
2014,11,83.855,0.404,82.307,0.208,83.081,0.454,83.922,0.333,83.91,0.42,84.442,0.119,83.741,0.346,84.032,0.279,83.192,0.078,84.31,0.239,83.788,0.746,82.667,0.153,82.156,0.184,nan,nan,81.197,0.241,81.712,0.479,1100
2014,12,83.672,0.257,82.193,0.196,82.933,0.323,83.8,0.202,83.625,0.561,84.388,0.307,83.654,0.186,83.705,0.174,83.045,0.314,84.028,0.208,83.659,0.273,82.621,0.159,81.904,0.232,nan,nan,81.285,0.228,81.683,0.168,1100
2015,1,83.559,0.331,82.156,0.365,82.857,0.493,83.434,0.516,83.412,0.383,84.267,0.187,83.887,0.495,83.396,0.257,82.962,0.083,83.645,0.216,83.555,0.336,82.713,0.165,81.685,0.536,nan,nan,81.321,0.363,81.656,0.17,1100
2015,2,83.402,0.249,82.118,0.214,82.76,0.329,83.303,0.222,83.195,0.175,84.099,0.118,83.895,0.255,83.276,0.233,82.859,0.079,83.175,0.368,83.438,0.236,82.802,0.163,81.568,0.193,nan,nan,81.14,0.495,81.298,0.155,1100
2015,3,83.118,0.27,81.944,0.271,82.531,0.383,82.953,0.193,83.074,0.231,83.874,0.203,83.302,0.15,83.049,0.515,82.782,0.067,82.964,0.257,83.22,0.247,82.613,0.3,81.466,0.244,nan,nan,80.815,0.28,80.972,0.153,1100
2015,4,82.928,0.338,81.752,0.251,82.34,0.421,82.71,0.85,83.02,0.122,83.722,0.245,82.805,0.409,82.91,0.402,82.634,0.375,82.945,0.182,83.143,0.217,82.353,0.225,81.377,0.293,nan,nan,80.562,0.247,80.759,0.154,1100
2015,5,82.879,0.242,81.547,0.266,82.213,0.359,82.925,0.306,83.001,0.298,83.725,0.339,82.726,0.241,82.758,0.327,82.458,0.084,83.061,0.241,83.11,0.201,81.991,0.319,81.346,0.184,nan,nan,80.329,0.324,80.726,0.125,1100
2015,6,82.889,0.211,81.338,0.21,82.114,0.298,83.179,0.213,82.825,0.372,83.544,0.222,82.835,0.172,82.89,0.17,82.192,0.112,83.204,0.17,83.048,0.311,81.626,0.123,81.324,0.29,nan,nan,80.122,0.232,80.603,0.135,1100
2015,7,82.83,0.297,81.213,0.195,82.022,0.355,82.834,0.247,82.63,0.321,83.278,0.3,82.933,0.262,82.943,0.304,82.142,0.107,83.095,0.228,82.843,0.455,81.403,0.131,81.295,0.244,nan,nan,80.118,0.295,80.52,0.129,1100
2015,8,82.778,0.216,81.183,0.206,81.98,0.299,82.528,0.181,82.505,0.253,83.025,0.105,82.913,0.163,82.786,0.228,82.318,0.139,82.998,0.3,82.777,0.23,81.357,0.16,81.302,0.263,nan,nan,80.082,0.191,80.391,0.14,1100
2015,9,82.761,0.333,81.08,0.204,81.92,0.391,82.624,0.215,82.388,0.479,82.904,0.267,82.946,0.315,82.77,0.194,82.31,0.106,82.912,0.52,82.795,0.312,81.304,0.112,81.131,0.267,nan,nan,79.952,0.27,80.334,0.232,1100
2015,10,82.739,0.224,81.02,0.14,81.879,0.264,82.444,0.697,82.252,0.384,82.875,0.118,82.738,0.221,82.849,0.252,82.108,0.132,83.133,0.221,82.869,0.128,81.273,0.122,81.063,0.142,nan,nan,79.714,0.176,80.303,0.199,1100
2015,11,82.638,0.23,81.028,0.282,81.833,0.364,82.349,0.276,82.201,0.268,82.842,0.127,82.667,0.203,82.782,0.166,81.915,0.282,83.02,0.271,82.763,0.219,81.259,0.128,81.11,0.395,nan,nan,79.634,0.404,80.34,0.125,1100
2015,12,82.469,0.238,81.015,0.198,81.742,0.309,82.074,0.166,82.175,0.391,82.707,0.094,82.378,0.273,82.384,0.36,82.133,0.179,82.778,0.091,82.664,0.189,81.272,0.122,81.04,0.273,nan,nan,79.758,0.182,80.319,0.144,1100
2016,1,82.264,0.469,80.922,0.215,81.593,0.516,81.817,0.356,82.06,0.3,82.491,0.124,82.244,0.38,82.055,0.499,82.229,0.208,82.346,0.84,82.434,0.185,81.268,0.14,80.825,0.255,nan,nan,79.636,0.396,80.3,0.12,1100
2016,2,82.16,0.39,80.922,0.303,81.541,0.494,81.693,0.608,81.96,0.435,82.327,0.122,82.066,0.362,82.046,0.398,82.07,0.19,82.415,0.61,82.238,0.222,81.342,0.166,80.772,0.404,nan,nan,79.496,0.46,80.22,0.152,1100
2016,3,82.038,0.315,80.781,0.416,81.41,0.522,81.791,0.443,81.862,0.28,82.142,0.096,81.79,0.324,82.222,0.47,81.812,0.137,82.367,0.324,82.098,0.263,81.254,0.218,80.559,0.577,nan,nan,79.389,0.564,80.071,0.145,1100
2016,4,81.926,0.33,80.531,0.471,81.228,0.575,81.718,0.403,81.73,0.389,82.039,0.103,81.627,0.484,82.161,0.287,81.722,0.142,82.181,0.306,82.063,0.261,81.017,0.24,80.248,0.651,nan,nan,79.264,0.35,79.931,0.613,1100
2016,5,81.947,0.401,80.413,0.348,81.18,0.531,81.906,0.293,81.647,0.388,81.994,0.099,81.909,0.587,82.134,0.505,81.494,0.13,82.096,0.371,82.123,0.186,80.847,0.221,80.26,0.464,nan,nan,78.807,0.388,79.827,0.28,1100
2016,6,81.959,0.454,80.334,0.402,81.146,0.607,82.173,0.394,81.605,0.264,81.978,0.112,81.952,0.77,82.251,0.503,81.274,0.069,82.271,0.296,82.028,0.201,80.765,0.22,80.106,0.535,nan,nan,78.978,0.546,79.922,0.363,1100
2016,7,81.658,0.368,80.086,0.424,80.872,0.561,82.083,1.022,81.454,0.364,81.773,0.114,81.492,0.334,81.843,0.422,81.187,0.137,82.009,0.52,81.73,0.192,80.54,0.222,79.712,0.556,nan,nan,79.072,0.702,79.99,0.234,1100
2016,8,81.541,0.413,80.062,0.353,80.802,0.543,81.653,0.544,81.358,0.366,81.482,0.11,81.303,0.58,81.582,0.259,81.112,0.085,82.084,0.369,81.66,0.492,80.52,0.215,79.718,0.468,nan,nan,78.827,0.352,79.992,0.394,1100
2016,9,81.575,0.397,80.094,0.294,80.835,0.494,81.378,0.34,81.383,0.333,81.27,0.264,81.509,0.234,81.623,0.601,81.048,0.134,82.013,0.308,81.74,0.58,80.496,0.245,79.94,0.35,nan,nan,78.427,0.353,79.812,0.171,1100
2016,10,81.625,0.316,80.033,0.281,80.829,0.423,81.481,0.287,81.341,0.646,81.19,0.113,81.75,0.338,81.731,0.247,81.09,0.14,81.794,0.46,81.819,0.141,80.425,0.215,79.859,0.275,nan,nan,78.498,0.424,79.798,0.483,1100
2016,11,81.656,0.336,79.955,0.256,80.805,0.422,81.328,0.158,81.389,0.686,81.299,0.104,81.789,0.339,81.679,0.227,81.163,0.141,82.031,0.526,81.662,0.157,80.283,0.258,79.817,0.252,nan,nan,78.638,0.27,79.749,0.244,1100
2016,12,81.686,0.407,80.018,0.448,80.852,0.606,80.92,0.596,81.395,0.3,81.394,0.117,81.647,0.417,82.017,0.35,81.013,0.093,82.335,0.699,81.566,0.169,80.4,0.241,79.819,0.625,nan,nan,78.81,0.286,79.638,0.539,1100
2017,1,81.493,0.582,79.955,0.251,80.724,0.634,80.865,0.405,81.087,0.597,81.206,0.112,81.396,0.82,82.112,0.536,80.722,0.106,81.977,0.622,81.473,0.511,80.474,0.258,79.65,0.235,nan,nan,78.595,0.256,79.345,0.288,1100
2017,2,81.285,0.305,79.747,0.316,80.516,0.439,81.28,0.342,80.852,0.523,81.054,0.137,81.146,0.251,81.759,0.445,80.585,0.124,81.68,0.334,81.398,0.261,80.226,0.218,79.46,0.381,nan,nan,78.47,0.259,79.235,0.507,1100
2017,3,81.147,0.314,79.57,0.235,80.358,0.392,81.859,0.293,80.969,0.665,81.04,0.123,80.831,0.46,81.619,0.305,80.584,0.117,81.493,0.223,81.276,0.157,79.849,0.269,79.268,0.2,nan,nan,nan,nan,79.256,0.126,1100
2017,4,81.142,0.461,79.184,0.306,80.163,0.553,80.989,0.53,81.06,0.376,80.98,0.114,80.42,0.529,81.962,0.456,80.559,0.4,81.808,0.629,81.28,0.214,79.535,0.263,78.72,0.372,nan,nan,nan,nan,79.278,0.117,1100
2017,5,81.131,0.521,79.39,0.157,80.261,0.544,80.9,0.262,81.14,0.096,80.83,0.056,nan,nan,81.018,1.032,80.475,0.319,81.668,0.383,81.304,0.188,79.413,0.163,nan,nan,nan,nan,nan,nan,79.224,0.1,1100
2017,6,80.865,0.106,79.547,0.183,80.206,0.212,nan,nan,81.111,0.099,80.839,0.053,nan,nan,nan,nan,80.377,0.042,nan,nan,81.214,0.146,79.592,0.191,nan,nan,nan,nan,nan,nan,79.214,0.105,100
2017,7,80.669,0.1,79.958,0.155,80.313,0.184,nan,nan,81.066,0.099,80.806,0.061,nan,nan,nan,nan,80.08,0.028,nan,nan,81.031,0.138,80.074,0.16,nan,nan,nan,nan,nan,nan,79.097,0.105,100
2017,8,80.869,0.085,79.689,0.174,80.279,0.194,nan,nan,nan,nan,80.463,0.048,nan,nan,nan,nan,nan,nan,nan,nan,80.962,0.092,79.773,0.181,nan,nan,nan,nan,nan,nan,79.058,0.11,100
2017,9,80.956,0.077,79.833,0.154,80.394,0.172,nan,nan,nan,nan,80.339,0.047,nan,nan,nan,nan,nan,nan,nan,nan,81.095,0.082,79.949,0.16,nan,nan,nan,nan,nan,nan,78.969,0.096,100