Year,Month,NH,HATS_NH_F12_sd,HATS_SH_F12,HATS_SH_F12_sd,Global,HATS_Global_F12_sd,HATS_alt_F12,HATS_alt_F12_sd,HATS_sum_F12,HATS_sum_F12_sd,HATS_brw_F12,HATS_brw_F12_sd,HATS_mhd_F12,HATS_mhd_F12_sd,HATS_thd_F12,HATS_thd_F12_sd,HATS_nwr_F12,HATS_nwr_F12_sd,HATS_kum_F12,HATS_kum_F12_sd,HATS_mlo_F12,HATS_mlo_F12_sd,HATS_smo_F12,HATS_smo_F12_sd,HATS_cgo_F12,HATS_cgo_F12_sd,HATS_ush_F12,HATS_ush_F12_sd,HATS_psa_F12,HATS_psa_F12_sd,HATS_spo_F12,HATS_spo_F12_sd,HATS_F12_Programs
1977,8,nan,nan,239.806,5.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,258.937,7.67,nan,nan,nan,nan,240.017,5.54,nan,nan,nan,nan,nan,nan,238.237,2.948,100000
1977,9,261.033,7.799,241.57,5.318,251.302,9.44,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,262.094,4.768,nan,nan,260.172,9.58,241.729,5.56,nan,nan,nan,nan,nan,nan,240.389,2.947,100000
1977,10,264.725,4.741,243.7,4.386,254.212,6.459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,264.825,6.075,nan,nan,264.644,3.28,243.808,4.53,nan,nan,nan,nan,nan,nan,242.897,3.112,100000
1977,11,267.753,7.972,246.055,6.407,256.904,10.227,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,266.91,6.346,nan,nan,268.437,9.08,246.167,6.73,nan,nan,nan,nan,nan,nan,245.223,3.082,100000
1977,12,270.38,9.882,248.69,6.939,259.535,12.075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,268.878,11.64,nan,nan,271.599,8.18,248.927,7.09,nan,nan,nan,nan,nan,nan,246.925,5.69,100000
1978,1,272.748,10.265,251.372,7.968,262.06,12.994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.902,5.409,nan,nan,274.247,12.93,251.848,8.41,nan,nan,nan,nan,nan,nan,247.828,3.092,100000
1978,2,274.33,5.005,253.578,3.893,263.954,6.34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,272.25,4.884,nan,nan,276.019,5.1,254.333,3.99,nan,nan,nan,nan,nan,nan,247.959,3.077,100000
1978,3,275.301,11.686,255.242,3.156,265.271,12.105,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,272.804,5.33,nan,nan,277.329,14.98,256.197,3.16,nan,nan,nan,nan,nan,nan,248.14,3.126,100000
1978,4,278.633,7.732,256.656,3.128,267.644,8.34,nan,nan,nan,nan,290.101,8.66,nan,nan,nan,nan,274.589,4.758,nan,nan,279.317,9.3,257.661,3.109,nan,nan,nan,nan,nan,nan,249.175,3.261,100000
1978,5,281.347,4.267,257.57,6.573,269.459,7.836,nan,nan,nan,nan,287.604,4.043,nan,nan,nan,nan,279.08,4.624,nan,nan,281.77,4.006,258.484,6.9,nan,nan,nan,nan,nan,nan,250.772,3.225,100000
1978,6,284.377,6.981,257.944,5.931,271.16,9.16,nan,nan,nan,nan,286.414,4.16,nan,nan,nan,nan,285.112,5.42,nan,nan,283.319,8.46,258.696,6.21,nan,nan,nan,nan,nan,nan,252.345,3.162,100000
1978,7,286.559,10.211,258.02,4.724,272.289,11.25,nan,nan,nan,nan,286.489,6.69,nan,nan,nan,nan,290.358,6.44,nan,nan,283.488,12.99,258.611,4.9,nan,nan,nan,nan,nan,nan,253.619,3.113,100000
1978,8,287.599,7.637,258.399,7.027,272.999,10.378,nan,nan,nan,nan,287.959,4.298,nan,nan,nan,nan,293.495,9.8,nan,nan,282.728,6.06,258.937,7.4,nan,nan,nan,nan,nan,nan,254.399,3.058,100000
1978,9,287.849,5.555,259.684,6.96,273.767,8.905,nan,nan,nan,nan,291.266,7.47,nan,nan,nan,nan,293.675,4.922,nan,nan,282.343,5.53,260.303,7.33,nan,nan,nan,nan,nan,nan,255.076,3.022,100000
1978,10,287.922,7.855,261.927,4.685,274.925,9.146,nan,nan,nan,nan,294.736,9.5,nan,nan,nan,nan,290.784,8.44,nan,nan,284.053,6.89,262.672,3.57,nan,nan,nan,nan,nan,nan,256.391,9.51,100000
1978,11,288.372,11.543,264.6,6.152,276.486,13.079,nan,nan,nan,nan,296.468,8.5,nan,nan,nan,nan,286.905,16.39,nan,nan,287.727,6.09,265.472,6.45,nan,nan,nan,nan,nan,nan,258.112,3.14,100000
1978,12,289.138,8.924,267.27,7.029,278.204,11.36,nan,nan,nan,nan,296.666,11.72,nan,nan,nan,nan,284.69,3.912,nan,nan,291.043,10.9,268.283,7.27,nan,nan,nan,nan,nan,nan,259.731,4.88,100000
1979,1,289.544,7.834,269.582,4.932,279.563,9.257,nan,nan,nan,nan,296.379,11.93,nan,nan,nan,nan,284.557,7.29,nan,nan,292.046,7.05,270.712,4.35,nan,nan,nan,nan,nan,nan,261.176,8.03,100000
1979,2,289.49,7.652,271.143,5.074,280.316,9.181,nan,nan,nan,nan,296.209,10.77,nan,nan,nan,nan,286.058,7.83,nan,nan,290.754,6.58,272.325,5.23,nan,nan,nan,nan,nan,nan,262.345,3.71,100000
1979,3,290.212,6.736,271.627,4.233,280.92,7.956,nan,nan,nan,nan,296.689,11.89,nan,nan,nan,nan,289.497,4.453,nan,nan,289.324,6.66,272.728,4.38,nan,nan,nan,nan,nan,nan,263.441,2.917,100000
1979,4,292.179,5.828,271.447,5.991,281.813,8.358,nan,nan,nan,nan,297.434,4.69,nan,nan,nan,nan,293.094,4.817,nan,nan,290.244,6.74,272.298,6.29,nan,nan,nan,nan,nan,nan,265.11,2.923,100000
1979,5,293.867,7.301,271.693,4.557,282.78,8.607,nan,nan,nan,nan,297.506,3.725,nan,nan,nan,nan,294.233,8.11,nan,nan,292.745,7.22,272.292,4.71,nan,nan,nan,nan,nan,nan,267.235,3.196,100000
1979,6,294.905,15.209,272.695,6.062,283.8,16.373,nan,nan,nan,nan,297.425,8.1,nan,nan,nan,nan,294.107,16.09,nan,nan,294.982,15.7,273.23,6.33,nan,nan,nan,nan,nan,nan,268.715,3.473,100000
1979,7,296.68,7.509,274.258,7.353,285.469,10.51,nan,nan,nan,nan,298.226,5.56,nan,nan,nan,nan,294.757,7.41,nan,nan,297.892,7.96,274.898,7.73,nan,nan,nan,nan,nan,nan,269.496,3.437,100000
1979,8,299.252,7.787,276.682,7.679,287.967,10.936,nan,nan,nan,nan,299.932,4.71,nan,nan,nan,nan,295.053,11.25,nan,nan,302.509,3.975,277.405,8.08,nan,nan,nan,nan,nan,nan,271.304,3.449,100000
1979,9,301.667,9.69,279.79,6.448,290.729,11.639,nan,nan,nan,nan,302.442,6.57,nan,nan,nan,nan,295.126,10.97,nan,nan,306.803,9.16,280.431,6.75,nan,nan,nan,nan,nan,nan,275.027,3.448,100000
1979,10,304.012,8.178,282.314,6.578,293.163,10.495,nan,nan,nan,nan,305.719,5.52,nan,nan,nan,nan,297.344,7.68,nan,nan,309.042,9.03,282.739,6.89,nan,nan,nan,nan,nan,nan,279.156,3.47,100000
1979,11,306.539,6.49,283.532,9.281,295.036,11.326,nan,nan,nan,nan,308.47,13.11,nan,nan,nan,nan,301.778,6.37,nan,nan,309.968,3.737,283.744,9.51,nan,nan,nan,nan,nan,nan,281.96,7.36,100000
1979,12,309.24,11.623,283.739,5.616,296.49,12.908,nan,nan,nan,nan,309.65,5.95,nan,nan,nan,nan,307.078,17.38,nan,nan,310.903,4.7,283.856,5.5,nan,nan,nan,nan,nan,nan,282.871,6.41,100000
1980,1,312.214,13.064,283.815,5.608,298.015,14.217,nan,nan,nan,nan,309.785,6.4,nan,nan,nan,nan,312.129,16.17,nan,nan,312.835,11.24,284.067,5.44,nan,nan,nan,nan,nan,nan,281.94,6.73,100000
1980,2,314.029,6.372,285.224,5.313,299.627,8.296,nan,nan,nan,nan,310.123,5.88,nan,nan,nan,nan,314.555,4.12,nan,nan,314.488,7.82,285.823,5.55,nan,nan,nan,nan,nan,nan,280.771,3.014,100000
1980,3,313.038,18.554,288.18,13.372,300.609,22.87,nan,nan,nan,nan,311.233,5.72,nan,nan,nan,nan,313.328,3.14,nan,nan,313.213,26.2,289.083,14.2,nan,nan,nan,nan,nan,nan,281.462,2.982,100000
1980,4,311.029,6.323,290.745,21.794,300.887,22.693,nan,nan,nan,nan,312.498,4.7,nan,nan,nan,nan,311.665,4.94,nan,nan,310.179,7.53,291.756,23.06,nan,nan,nan,nan,nan,nan,283.218,7.25,100000
1980,5,311.08,9.436,291.311,14.391,301.196,17.209,nan,nan,nan,nan,312.906,5.97,nan,nan,nan,nan,312.302,12.4,nan,nan,309.674,6.97,292.246,15.29,nan,nan,nan,nan,nan,nan,284.361,2.935,100000
1980,6,313.323,12.938,290.399,4.871,301.861,13.825,nan,nan,nan,nan,312.319,7.19,nan,nan,nan,nan,314.366,8.28,nan,nan,312.704,16.55,290.977,5.02,nan,nan,nan,nan,nan,nan,286.099,3.57,100000
1980,7,315.663,24.392,289.641,4.548,302.652,24.812,nan,nan,nan,nan,311.633,5.91,nan,nan,nan,nan,315.776,30.2,nan,nan,316.484,21.55,289.619,4.47,nan,nan,nan,nan,nan,nan,289.809,5.09,100000
1980,8,316.549,18.618,289.935,4.088,303.242,19.062,nan,nan,nan,nan,312.428,5.91,nan,nan,nan,nan,315.688,4.302,nan,nan,318.184,26.15,289.416,4.22,nan,nan,nan,nan,nan,nan,293.798,2.927,100000
1980,9,315.563,11.926,291.024,4.6,303.294,12.783,nan,nan,nan,nan,316.118,10.45,nan,nan,nan,nan,314.055,16.87,nan,nan,316.662,5.84,290.338,3.82,nan,nan,nan,nan,nan,nan,296.129,8.37,100000
1980,10,313.95,7.755,292.248,7.02,303.099,10.46,nan,nan,nan,nan,321.553,4.88,nan,nan,nan,nan,311.969,4.76,nan,nan,313.834,9.94,291.708,7.15,nan,nan,nan,nan,nan,nan,296.26,5.96,100000
1980,11,313.352,6.769,293.56,5.639,303.456,8.81,nan,nan,nan,nan,325.417,9.6,nan,nan,nan,nan,310.991,4.13,nan,nan,312.533,7.66,293.429,5.87,nan,nan,nan,nan,nan,nan,294.533,3.46,100000
1980,12,313.807,10.504,295.502,6.616,304.655,12.414,nan,nan,nan,nan,326.322,5.21,nan,nan,nan,nan,311.825,11.55,nan,nan,312.58,10.51,295.818,6.68,nan,nan,nan,nan,nan,nan,293.148,6.12,100000
1981,1,314.769,5.093,298.167,7.324,306.468,8.92,nan,nan,nan,nan,325.925,7.52,nan,nan,nan,nan,314.063,5.6,nan,nan,312.812,3.82,298.694,7.38,nan,nan,nan,nan,nan,nan,294.246,6.89,100000
1981,2,316.774,6.578,300.974,4.573,308.874,8.011,nan,nan,nan,nan,326.163,9.92,nan,nan,nan,nan,316.822,7.14,nan,nan,314.605,4.95,301.514,4.24,nan,nan,nan,nan,nan,nan,296.952,6.54,100000
1981,3,320.365,5.938,303.531,6.061,311.948,8.485,nan,nan,nan,nan,328.086,6.76,nan,nan,nan,nan,319.6,6.27,nan,nan,319.235,5.44,304.092,6.35,nan,nan,nan,nan,nan,nan,299.354,3.177,100000
1981,4,324.831,8.777,306.063,5.399,315.447,10.305,nan,nan,nan,nan,331.345,17.45,nan,nan,nan,nan,322.377,8.26,nan,nan,325.347,5.71,306.732,5.63,nan,nan,nan,nan,nan,nan,301.091,3.195,100000
1981,5,328.963,7.291,308.554,7.992,318.758,10.818,nan,nan,nan,nan,334.393,11.58,nan,nan,nan,nan,324.782,4.266,nan,nan,331.127,7.95,309.369,8.43,nan,nan,nan,nan,nan,nan,302.488,3.228,100000
1981,6,332.049,10.821,310.481,12.313,321.265,16.392,nan,nan,nan,nan,335.869,14.82,nan,nan,nan,nan,326.595,9.22,nan,nan,335.613,10.95,311.381,13.06,nan,nan,nan,nan,nan,nan,303.788,3.263,100000
1981,7,334.292,8.64,311.54,6.402,322.916,10.754,nan,nan,nan,nan,336.43,7.19,nan,nan,nan,nan,328.661,6.41,nan,nan,338.38,10.35,312.386,6.71,nan,nan,nan,nan,nan,nan,305.244,3.306,100000
1981,8,335.821,13.697,312.017,4.652,323.919,14.466,nan,nan,nan,nan,337.257,5.66,nan,nan,nan,nan,331.004,5.53,nan,nan,339.408,18.72,312.723,4.8,nan,nan,nan,nan,nan,nan,306.771,3.356,100000
1981,9,336.272,7.111,312.564,4.075,324.418,8.196,nan,nan,nan,nan,338.306,5.42,nan,nan,nan,nan,332.494,7.71,nan,nan,338.879,6.94,313.145,3.28,nan,nan,nan,nan,nan,nan,308.243,7.755,100000
1981,10,335.882,9.712,313.91,7.835,324.896,12.478,nan,nan,nan,nan,339.188,11.76,nan,nan,nan,nan,332.973,7.53,nan,nan,337.494,10.72,314.479,7.88,nan,nan,nan,nan,nan,nan,309.677,7.488,100000
1981,11,335.69,7.502,316.363,6.192,326.027,9.727,nan,nan,nan,nan,340.938,5.75,nan,nan,nan,nan,332.897,7.27,nan,nan,336.769,8.02,317.073,6.05,nan,nan,nan,nan,nan,nan,311.076,7.162,100000
1981,12,336.212,5.063,319.358,7.133,327.785,8.747,nan,nan,nan,nan,343.884,7.39,nan,nan,nan,nan,332.652,5.26,nan,nan,337.364,4.172,320.282,7.14,nan,nan,nan,nan,nan,nan,312.479,7.081,100000
1982,1,337.387,8.824,321.96,6.411,329.674,10.907,nan,nan,nan,nan,346.605,13.47,nan,nan,nan,nan,333.526,9.01,nan,nan,338.432,7.19,323.046,6.36,nan,nan,nan,nan,nan,nan,313.885,6.778,100000
1982,2,338.887,11.782,323.754,5.059,331.32,12.822,nan,nan,nan,nan,348.179,14.61,nan,nan,nan,nan,335.879,7.99,nan,nan,339.222,13.52,324.894,4.83,nan,nan,nan,nan,nan,nan,315.277,6.513,100000
1982,3,339.958,7.609,324.561,5.372,332.259,9.314,nan,nan,nan,nan,348.485,8.82,nan,nan,nan,nan,338.377,6.65,nan,nan,339.309,8.03,325.62,5.24,nan,nan,nan,nan,nan,nan,316.683,6.271,100000
1982,4,340.42,8.107,324.569,4.609,332.495,9.325,nan,nan,nan,nan,347.53,6.18,nan,nan,nan,nan,340.827,9.86,nan,nan,338.477,6.81,325.434,4.38,nan,nan,nan,nan,nan,nan,318.136,6.046,100000
1982,5,340.95,6.324,324.62,9.041,332.785,11.034,nan,nan,nan,nan,346.205,5.72,nan,nan,nan,nan,343.56,7.17,nan,nan,337.638,5.69,325.295,9.36,nan,nan,nan,nan,nan,nan,319.599,6.172,100000
1982,6,341.855,6.953,325.34,5.881,333.598,9.107,nan,nan,nan,nan,345.598,6.06,nan,nan,nan,nan,345.575,6.28,nan,nan,337.986,7.63,325.919,5.87,nan,nan,nan,nan,nan,nan,321.034,5.961,100000
1982,7,343.067,8.651,326.717,4.772,334.892,9.88,nan,nan,nan,nan,346.164,3.665,nan,nan,nan,nan,346.778,10.32,nan,nan,339.351,7.94,327.273,4.62,nan,nan,nan,nan,nan,nan,322.578,5.78,100000
1982,8,344.763,5.958,328.37,5.07,336.567,7.823,nan,nan,nan,nan,348.396,5.52,nan,nan,nan,nan,347.994,6.18,nan,nan,341.316,5.87,328.974,4.99,nan,nan,nan,nan,nan,nan,323.883,5.628,100000
1982,9,346.771,5.979,329.797,5.472,338.284,8.105,nan,nan,nan,nan,352.066,5.33,nan,nan,nan,nan,348.814,4.92,nan,nan,343.911,6.84,330.458,5.47,nan,nan,nan,nan,nan,nan,324.879,5.484,100000
1982,10,348.544,7.043,330.906,5.268,339.725,8.795,nan,nan,nan,nan,355.865,8.37,nan,nan,nan,nan,349.114,6.72,nan,nan,346.421,6.97,331.456,5.25,nan,nan,nan,nan,nan,nan,326.813,5.399,100000
1982,11,349.889,8.671,332.234,5.139,341.061,10.08,nan,nan,nan,nan,358.937,7.87,nan,nan,nan,nan,349.822,6.81,nan,nan,347.892,10.08,332.484,5.06,nan,nan,nan,nan,nan,nan,330.373,5.69,100000
1982,12,350.97,6.955,334.148,4.627,342.559,8.354,nan,nan,nan,nan,360.998,8.71,nan,nan,nan,nan,350.944,5.81,nan,nan,348.718,7.35,334.158,4.5,nan,nan,nan,nan,nan,nan,334.076,5.48,100000
1983,1,352.016,5.56,336.468,6.811,344.242,8.792,nan,nan,nan,nan,361.983,5.21,nan,nan,nan,nan,352.179,6.74,nan,nan,349.624,4.47,336.484,6.22,nan,nan,nan,nan,nan,nan,336.353,10.18,100000
1983,2,353.031,7.642,338.652,4.888,345.842,9.072,nan,nan,nan,nan,362.447,8.39,nan,nan,nan,nan,353.675,7.68,nan,nan,350.373,7.43,338.873,4.82,nan,nan,nan,nan,nan,nan,337.005,5.369,100000
1983,3,354.19,7.86,340.019,6.919,347.105,10.472,nan,nan,nan,nan,362.868,4.46,nan,nan,nan,nan,355.648,8.47,nan,nan,351.038,7.95,340.525,7.07,nan,nan,nan,nan,nan,nan,336.258,5.666,100000
1983,4,355.744,5.53,340.503,5.823,348.123,8.03,nan,nan,nan,nan,362.864,5.86,nan,nan,nan,nan,358.285,5.37,nan,nan,352.065,5.58,341.166,5.86,nan,nan,nan,nan,nan,nan,335.563,5.539,100000
1983,5,357.392,9.109,340.634,5.915,349.013,10.861,nan,nan,nan,nan,362.298,6.82,nan,nan,nan,nan,361.105,9.65,nan,nan,353.263,9.11,341.19,5.97,nan,nan,nan,nan,nan,nan,336.496,5.486,100000
1983,6,358.792,5.963,341.171,3.677,349.981,7.005,nan,nan,nan,nan,361.979,6.13,nan,nan,nan,nan,363.101,7.04,nan,nan,354.571,4.87,341.537,3.49,nan,nan,nan,nan,nan,nan,338.447,4.846,100000
1983,7,360.481,8.199,342.857,3.487,351.669,8.91,nan,nan,nan,nan,363.422,6.04,nan,nan,nan,nan,364.277,7.04,nan,nan,356.731,9.41,343.216,3.283,nan,nan,nan,nan,nan,nan,340.189,4.738,100000
1983,8,362.929,10.063,345.807,12.925,354.368,16.38,nan,nan,nan,nan,367.244,6.35,nan,nan,nan,nan,365.367,12.22,nan,nan,359.971,8.72,346.354,13.66,nan,nan,nan,nan,nan,nan,341.741,4.652,100000
1983,9,365.55,10.354,349.114,7.116,357.332,12.564,nan,nan,nan,nan,371.669,10.28,nan,nan,nan,nan,366.797,10,nan,nan,363.149,10.65,349.935,7.44,nan,nan,nan,nan,nan,nan,343,3.946,100000
1983,10,368.09,9.563,351.879,4.941,359.984,10.764,nan,nan,nan,nan,374.624,7.94,nan,nan,nan,nan,369.248,9.13,nan,nan,365.667,10.22,352.987,5.08,nan,nan,nan,nan,nan,nan,343.632,3.754,100000
1983,11,370.294,8.339,354.067,6.624,362.181,10.649,nan,nan,nan,nan,376.109,13.96,nan,nan,nan,nan,371.991,7.61,nan,nan,367.598,7.11,355.344,6.93,nan,nan,nan,nan,nan,nan,344.563,3.605,100000
1983,12,371.159,11.293,355.921,5.873,363.54,12.729,nan,nan,nan,nan,376.741,14.22,nan,nan,nan,nan,372.88,6.92,nan,nan,368.495,13.24,357.183,6.1,nan,nan,nan,nan,nan,nan,346.531,3.78,100000
1984,1,370.363,9.601,357.389,8.707,363.876,12.961,nan,nan,nan,nan,376.954,13.45,nan,nan,nan,nan,371.599,11.63,nan,nan,367.864,6.09,358.513,9.19,nan,nan,nan,nan,nan,nan,349.023,3.386,100000
1984,2,369.237,8.14,358.274,6.019,363.755,10.124,nan,nan,nan,nan,377.565,6.55,nan,nan,nan,nan,369.965,10.36,nan,nan,366.757,6.18,359.204,6.13,nan,nan,nan,nan,nan,nan,351.349,5.12,100000
1984,3,368.884,7.952,358.496,6.273,363.69,10.128,nan,nan,nan,nan,378.084,12.22,nan,nan,nan,nan,369.385,6.98,nan,nan,366.392,7.45,359.232,6.57,nan,nan,nan,nan,nan,nan,353.019,3.312,100000
1984,4,369.251,4.159,358.168,3.345,363.709,5.337,nan,nan,nan,nan,377.381,4.201,nan,nan,nan,nan,370.22,4.319,nan,nan,366.621,4.013,358.759,3.354,nan,nan,nan,nan,nan,nan,353.772,3.275,100000
1984,5,370.352,4.062,357.911,3.401,364.132,5.298,nan,nan,nan,nan,376.463,4.534,nan,nan,nan,nan,372.236,4.053,nan,nan,367.436,3.955,358.39,3.419,nan,nan,nan,nan,nan,nan,354.35,3.261,100000
1984,6,371.891,4.112,358.418,3.279,365.155,5.26,nan,nan,nan,nan,376.432,4.042,nan,nan,nan,nan,374.257,4.31,nan,nan,368.94,3.961,358.789,3.281,nan,nan,nan,nan,nan,nan,355.663,3.268,100000
1984,7,373.32,4.319,359.77,3.357,366.545,5.47,nan,nan,nan,nan,377.054,4.03,nan,nan,nan,nan,375.537,4.177,nan,nan,370.673,4.491,360.08,3.365,nan,nan,nan,nan,nan,nan,357.463,3.296,100000
1984,8,374.785,4.407,361.467,3.403,368.126,5.568,nan,nan,nan,nan,378.689,4.821,nan,nan,nan,nan,376.591,4.213,nan,nan,372.432,4.463,361.783,3.41,nan,nan,nan,nan,nan,nan,359.115,3.348,100000
1984,9,376.945,4.451,363.14,3.524,370.043,5.677,nan,nan,nan,nan,382.007,4.629,nan,nan,nan,nan,378.132,4.502,nan,nan,374.834,4.366,363.48,3.543,nan,nan,nan,nan,nan,nan,360.615,3.382,100000
1984,10,379.532,4.556,364.932,3.56,372.232,5.782,nan,nan,nan,nan,386.152,4.064,nan,nan,nan,nan,380.089,4.388,nan,nan,377.578,4.789,365.312,3.574,nan,nan,nan,nan,nan,nan,362.106,3.452,100000
1984,11,381.705,4.989,366.997,3.58,374.351,6.141,nan,nan,nan,nan,389.863,3.94,nan,nan,nan,nan,382.101,5.362,nan,nan,379.533,4.887,367.457,3.586,nan,nan,nan,nan,nan,nan,363.577,3.534,100000
1984,12,382.883,4.484,368.824,3.395,375.854,5.625,nan,nan,nan,nan,392.164,4.436,nan,nan,nan,nan,383.587,4.871,nan,nan,380.208,4.156,369.329,3.36,nan,nan,nan,nan,nan,nan,365.065,3.649,100000
1985,1,382.72,4.321,369.867,3.389,376.293,5.492,nan,nan,nan,nan,392.448,4.163,nan,nan,nan,nan,383.738,4.756,nan,nan,379.686,3.971,370.311,3.337,nan,nan,nan,nan,nan,nan,366.564,3.756,100000
1985,2,381.855,4.245,370.3,4.226,376.078,5.99,nan,nan,nan,nan,391.575,4.152,nan,nan,nan,nan,382.922,4.151,nan,nan,378.784,4.34,370.603,4.27,nan,nan,nan,nan,nan,nan,368.05,3.883,100000
1985,3,381.916,5.437,370.794,6.002,376.355,8.098,nan,nan,nan,nan,391.298,6.84,nan,nan,nan,nan,382.661,5.5,nan,nan,379.184,5.01,370.964,6.22,nan,nan,nan,nan,nan,nan,369.531,4.019,100000
1985,4,383.185,6.288,371.584,5.087,377.384,8.088,nan,nan,nan,nan,391.889,6.5,nan,nan,nan,nan,383.222,8.25,nan,nan,381.18,3.97,371.656,5.2,nan,nan,nan,nan,nan,nan,371.045,4.153,100000
1985,5,384.523,8.453,372.585,6.617,378.554,10.735,nan,nan,nan,nan,392.408,9.11,nan,nan,nan,nan,384.165,5.3,nan,nan,383.025,10.2,372.587,6.87,nan,nan,nan,nan,nan,nan,372.564,4.295,100000
1985,6,386.016,10.813,374.372,8.89,380.194,13.999,nan,nan,nan,nan,392.626,11.7,nan,nan,nan,nan,386.245,11.93,nan,nan,384.33,9.58,374.413,9.33,nan,nan,nan,nan,nan,nan,374.069,4.401,100000
1985,7,388.651,5.85,377.335,13.256,382.993,14.49,nan,nan,nan,nan,393.426,5.98,nan,nan,nan,nan,390.289,5.46,nan,nan,386.237,6.12,377.575,14.02,nan,nan,nan,nan,nan,nan,375.552,4.555,100000
1985,8,392.377,6.987,380.401,4.369,386.389,8.24,nan,nan,nan,nan,395.78,7.2,nan,nan,nan,nan,395.679,8.03,nan,nan,388.923,5.95,380.865,4.3,nan,nan,nan,nan,nan,nan,376.947,4.851,100000
1985,9,396.796,12.485,382.486,22.643,389.641,25.857,nan,nan,nan,nan,400.306,7.08,nan,nan,nan,nan,401.19,16.2,nan,nan,392.431,9.66,383.053,24.03,nan,nan,nan,nan,nan,nan,378.267,5.575,100000
1985,10,400.947,11.618,383.883,4.368,392.415,12.412,nan,nan,nan,nan,405.841,8.05,nan,nan,nan,nan,404.973,14.12,nan,nan,396.567,9.93,384.453,4.32,nan,nan,nan,nan,nan,nan,379.638,4.713,100000
1985,11,403.034,6.495,384.851,10.64,393.942,12.465,nan,nan,nan,nan,409.994,7.79,nan,nan,nan,nan,405.5,5.57,nan,nan,399.452,6.86,385.349,11.13,nan,nan,nan,nan,nan,nan,381.146,5.81,100000
1985,12,402.934,6.65,386.061,5.513,394.498,8.638,nan,nan,nan,nan,411.975,8.29,nan,nan,nan,nan,403.713,7.79,nan,nan,400.252,5.03,386.505,5.33,nan,nan,nan,nan,nan,nan,382.756,6.72,100000
1986,1,402.628,6.713,388.267,7.706,395.447,10.22,nan,nan,nan,nan,413.032,8.73,nan,nan,nan,nan,402.03,4.98,nan,nan,400.754,7.38,388.791,8.05,nan,nan,nan,nan,nan,nan,384.369,4.361,100000
1986,2,403.308,12.527,390.629,7.169,396.969,14.433,nan,nan,nan,nan,413.975,5.65,nan,nan,nan,nan,401.934,8.9,nan,nan,402.006,15.76,391.267,7.47,nan,nan,nan,nan,nan,nan,385.881,4.308,100000
